Dist Name,Crop,Area(1000 ha),Production(1000 tons),Total Rainfall,Avg Temp
Parbhani,MINOR PULSES,96.26,50.85,417.1882352941177,20.89597426470588
Parbhani,GROUNDNUT,6.1,6.7,417.1882352941177,20.89597426470588
Parbhani,SESAMUM,3.54,0.61,417.1882352941177,20.89597426470588
Parbhani,SUNFLOWER,0.22,0.21,417.1882352941177,20.89597426470588
Parbhani,SOYABEAN,408.83,424.1,417.1882352941177,20.89597426470588
Parbhani,OILSEEDS,0.0,0.0,417.1882352941177,20.89597426470588
Parbhani,SUGARCANE,14.0,89.13,417.1882352941177,20.89597426470588
Parbhani,COTTON,242.63,166.64,417.1882352941177,20.89597426470588
Pune,RICE,53.5,115.4,417.1882352941177,20.89597426470588
Pune,KHARIF SORGHUM,1.8,0.4,417.1882352941177,20.89597426470588
Pune,PEARL MILLET,30.4,22.2,417.1882352941177,20.89597426470588
Pune,MAIZE,42.6,257.4,417.1882352941177,20.89597426470588
Pune,FINGER MILLET,3.5,2.9,417.1882352941177,20.89597426470588
Pune,PIGEONPEA,1.77,1.55,417.1882352941177,20.89597426470588
Pune,MINOR PULSES,35.74,12.9,417.1882352941177,20.89597426470588
Pune,GROUNDNUT,21.8,28.2,417.1882352941177,20.89597426470588
Pune,SESAMUM,0.74,0.19,417.1882352941177,20.89597426470588
Pune,SUNFLOWER,0.13,0.11,417.1882352941177,20.89597426470588
Pune,SOYABEAN,18.0,38.3,417.1882352941177,20.89597426470588
Pune,OILSEEDS,0.0,0.0,417.1882352941177,20.89597426470588
Pune,SUGARCANE,95.9,907.09,417.1882352941177,20.89597426470588
Pune,COTTON,0.0,0.0,417.1882352941177,20.89597426470588
Pune,RICE,53.5,115.4,417.1882352941177,20.89597426470588
Pune,KHARIF SORGHUM,1.8,0.4,417.1882352941177,20.89597426470588
Pune,PEARL MILLET,30.4,22.2,417.1882352941177,20.89597426470588
Pune,MAIZE,42.6,257.4,417.1882352941177,20.89597426470588
Pune,FINGER MILLET,3.5,2.9,417.1882352941177,20.89597426470588
Pune,PIGEONPEA,1.77,1.55,417.1882352941177,20.89597426470588
Pune,MINOR PULSES,35.74,12.9,417.1882352941177,20.89597426470588
Pune,GROUNDNUT,21.8,28.2,417.1882352941177,20.89597426470588
Pune,SESAMUM,0.74,0.19,417.1882352941177,20.89597426470588
Pune,SUNFLOWER,0.13,0.11,417.1882352941177,20.89597426470588
Pune,SOYABEAN,18.0,38.3,417.1882352941177,20.89597426470588
Pune,OILSEEDS,0.0,0.0,417.1882352941177,20.89597426470588
Pune,SUGARCANE,95.9,907.09,417.1882352941177,20.89597426470588
Pune,COTTON,0.0,0.0,417.1882352941177,20.89597426470588
Raigad,RICE,113.3,309.1,417.1882352941177,20.89597426470588
Raigad,KHARIF SORGHUM,0.0,0.0,417.1882352941177,20.89597426470588
Raigad,PEARL MILLET,0.0,0.0,417.1882352941177,20.89597426470588
Raigad,MAIZE,0.0,0.0,417.1882352941177,20.89597426470588
Raigad,FINGER MILLET,6.8,5.6,417.1882352941177,20.89597426470588
Raigad,PIGEONPEA,1.76,1.44,417.1882352941177,20.89597426470588
Raigad,MINOR PULSES,18.31,13.0,417.1882352941177,20.89597426470588
Raigad,GROUNDNUT,0.2,0.3,417.1882352941177,20.89597426470588
Raigad,SESAMUM,0.22,0.08,417.1882352941177,20.89597426470588
Raigad,SUNFLOWER,0.0,0.0,417.1882352941177,20.89597426470588
Raigad,SOYABEAN,0.0,0.0,417.1882352941177,20.89597426470588
Raigad,OILSEEDS,0.0,0.0,417.1882352941177,20.89597426470588
Raigad,SUGARCANE,0.0,0.0,417.1882352941177,20.89597426470588
Raigad,COTTON,0.0,0.0,417.1882352941177,20.89597426470588
Raigad,RICE,113.3,309.1,417.1882352941177,20.89597426470588
Raigad,KHARIF SORGHUM,0.0,0.0,417.1882352941177,20.89597426470588
Raigad,PEARL MILLET,0.0,0.0,417.1882352941177,20.89597426470588
Raigad,MAIZE,0.0,0.0,417.1882352941177,20.89597426470588
Raigad,FINGER MILLET,6.8,5.6,417.1882352941177,20.89597426470588
Raigad,PIGEONPEA,1.76,1.44,417.1882352941177,20.89597426470588
Raigad,MINOR PULSES,18.31,13.0,417.1882352941177,20.89597426470588
Raigad,GROUNDNUT,0.2,0.3,417.1882352941177,20.89597426470588
Raigad,SESAMUM,0.22,0.08,417.1882352941177,20.89597426470588
Raigad,SUNFLOWER,0.0,0.0,417.1882352941177,20.89597426470588
Raigad,SOYABEAN,0.0,0.0,417.1882352941177,20.89597426470588
Raigad,OILSEEDS,0.0,0.0,417.1882352941177,20.89597426470588
Raigad,SUGARCANE,0.0,0.0,417.1882352941177,20.89597426470588
Raigad,COTTON,0.0,0.0,417.1882352941177,20.89597426470588
Ratnagiri,RICE,139.34,445.3,417.1882352941177,20.89597426470588
Ratnagiri,KHARIF SORGHUM,0.0,0.0,417.1882352941177,20.89597426470588
Ratnagiri,PEARL MILLET,0.0,0.0,417.1882352941177,20.89597426470588
Ratnagiri,MAIZE,0.06,0.2,417.1882352941177,20.89597426470588
Ratnagiri,FINGER MILLET,15.4,22.4,417.1882352941177,20.89597426470588
Ratnagiri,PIGEONPEA,0.89,0.73,417.1882352941177,20.89597426470588
Ratnagiri,MINOR PULSES,7.06,4.81,417.1882352941177,20.89597426470588
Ratnagiri,GROUNDNUT,1.5,2.17,417.1882352941177,20.89597426470588
Ratnagiri,SESAMUM,0.06,0.02,417.1882352941177,20.89597426470588
Ratnagiri,SUNFLOWER,0.0,0.0,417.1882352941177,20.89597426470588
Ratnagiri,SOYABEAN,0.0,0.0,417.1882352941177,20.89597426470588
Ratnagiri,OILSEEDS,0.0,0.0,417.1882352941177,20.89597426470588
Ratnagiri,SUGARCANE,1.3,13.1,417.1882352941177,20.89597426470588
Ratnagiri,COTTON,0.0,0.0,417.1882352941177,20.89597426470588
Ratnagiri,RICE,139.34,445.3,417.1882352941177,20.89597426470588
Ratnagiri,KHARIF SORGHUM,0.0,0.0,417.1882352941177,20.89597426470588
Ratnagiri,PEARL MILLET,0.0,0.0,417.1882352941177,20.89597426470588
Ratnagiri,MAIZE,0.06,0.2,417.1882352941177,20.89597426470588
Ratnagiri,FINGER MILLET,15.4,22.4,417.1882352941177,20.89597426470588
Ratnagiri,PIGEONPEA,0.89,0.73,417.1882352941177,20.89597426470588
Ratnagiri,MINOR PULSES,7.06,4.81,417.1882352941177,20.89597426470588
Ratnagiri,GROUNDNUT,1.5,2.17,417.1882352941177,20.89597426470588
Ratnagiri,SESAMUM,0.06,0.02,417.1882352941177,20.89597426470588
Ratnagiri,SUNFLOWER,0.0,0.0,417.1882352941177,20.89597426470588
Ratnagiri,SOYABEAN,0.0,0.0,417.1882352941177,20.89597426470588
Ratnagiri,OILSEEDS,0.0,0.0,417.1882352941177,20.89597426470588
Ratnagiri,SUGARCANE,1.3,13.1,417.1882352941177,20.89597426470588
Ratnagiri,COTTON,0.0,0.0,417.1882352941177,20.89597426470588
Sangli,RICE,16.8,42.9,417.1882352941177,20.89597426470588
Sangli,KHARIF SORGHUM,66.0,66.2,417.1882352941177,20.89597426470588
Sangli,PEARL MILLET,66.1,47.1,417.1882352941177,20.89597426470588
Sangli,MAIZE,64.0,195.7,417.1882352941177,20.89597426470588
Sangli,FINGER MILLET,0.0,0.0,417.1882352941177,20.89597426470588
Sangli,PIGEONPEA,10.71,4.04,417.1882352941177,20.89597426470588
Sangli,MINOR PULSES,38.15,24.75,417.1882352941177,20.89597426470588
Sangli,GROUNDNUT,32.6,41.8,417.1882352941177,20.89597426470588
Sangli,SESAMUM,0.02,0.01,417.1882352941177,20.89597426470588
Sangli,SUNFLOWER,0.79,0.35,417.1882352941177,20.89597426470588
Sangli,SOYABEAN,57.3,127.0,417.1882352941177,20.89597426470588
Sangli,OILSEEDS,0.0,0.0,417.1882352941177,20.89597426470588
Sangli,SUGARCANE,72.36,780.95,417.1882352941177,20.89597426470588
Sangli,COTTON,0.6,0.32,417.1882352941177,20.89597426470588
Sangli,RICE,16.8,42.9,417.1882352941177,20.89597426470588
Sangli,KHARIF SORGHUM,66.0,66.2,417.1882352941177,20.89597426470588
Sangli,PEARL MILLET,66.1,47.1,417.1882352941177,20.89597426470588
Sangli,MAIZE,64.0,195.7,417.1882352941177,20.89597426470588
Sangli,FINGER MILLET,0.0,0.0,417.1882352941177,20.89597426470588
Sangli,PIGEONPEA,10.71,4.04,417.1882352941177,20.89597426470588
Sangli,MINOR PULSES,38.15,24.75,417.1882352941177,20.89597426470588
Sangli,GROUNDNUT,32.6,41.8,417.1882352941177,20.89597426470588
Sangli,SESAMUM,0.02,0.01,417.1882352941177,20.89597426470588
Sangli,SUNFLOWER,0.79,0.35,417.1882352941177,20.89597426470588
Sangli,SOYABEAN,57.3,127.0,417.1882352941177,20.89597426470588
Sangli,OILSEEDS,0.0,0.0,417.1882352941177,20.89597426470588
Sangli,SUGARCANE,72.36,780.95,417.1882352941177,20.89597426470588
Sangli,COTTON,0.6,0.32,417.1882352941177,20.89597426470588
Satara,RICE,47.0,82.1,417.1882352941177,20.89597426470588
Satara,KHARIF SORGHUM,24.4,25.3,417.1882352941177,20.89597426470588
Satara,PEARL MILLET,72.1,52.8,417.1882352941177,20.89597426470588
Satara,MAIZE,35.5,77.7,417.1882352941177,20.89597426470588
Satara,FINGER MILLET,4.5,4.4,417.1882352941177,20.89597426470588
Satara,PIGEONPEA,2.33,0.88,417.1882352941177,20.89597426470588
Satara,MINOR PULSES,52.15,26.15,417.1882352941177,20.89597426470588
Satara,GROUNDNUT,43.0,59.3,417.1882352941177,20.89597426470588
Satara,SESAMUM,0.01,0.0,417.1882352941177,20.89597426470588
Satara,SUNFLOWER,19.92,13.01,417.1882352941177,20.89597426470588
Satara,SOYABEAN,67.2,121.8,417.1882352941177,20.89597426470588
Satara,OILSEEDS,0.0,0.0,417.1882352941177,20.89597426470588
Satara,SUGARCANE,50.33,625.97,417.1882352941177,20.89597426470588
Satara,COTTON,0.1,0.04,417.1882352941177,20.89597426470588
Satara,RICE,47.0,82.1,417.1882352941177,20.89597426470588
Satara,KHARIF SORGHUM,24.4,25.3,417.1882352941177,20.89597426470588
Satara,PEARL MILLET,72.1,52.8,417.1882352941177,20.89597426470588
Satara,MAIZE,35.5,77.7,417.1882352941177,20.89597426470588
Satara,FINGER MILLET,4.5,4.4,417.1882352941177,20.89597426470588
Satara,PIGEONPEA,2.33,0.88,417.1882352941177,20.89597426470588
Satara,MINOR PULSES,52.15,26.15,417.1882352941177,20.89597426470588
Satara,GROUNDNUT,43.0,59.3,417.1882352941177,20.89597426470588
Satara,SESAMUM,0.01,0.0,417.1882352941177,20.89597426470588
Satara,SUNFLOWER,19.92,13.01,417.1882352941177,20.89597426470588
Satara,SOYABEAN,67.2,121.8,417.1882352941177,20.89597426470588
Satara,OILSEEDS,0.0,0.0,417.1882352941177,20.89597426470588
Satara,SUGARCANE,50.33,625.97,417.1882352941177,20.89597426470588
Satara,COTTON,0.1,0.04,417.1882352941177,20.89597426470588
Solapur,RICE,0.2,0.04,417.1882352941177,20.89597426470588
Solapur,KHARIF SORGHUM,0.2,0.08,417.1882352941177,20.89597426470588
Solapur,PEARL MILLET,26.9,9.4,417.1882352941177,20.89597426470588
Solapur,MAIZE,63.0,104.4,417.1882352941177,20.89597426470588
Solapur,FINGER MILLET,0.1,0.05,417.1882352941177,20.89597426470588
Solapur,PIGEONPEA,29.97,16.8,417.1882352941177,20.89597426470588
Solapur,MINOR PULSES,26.6,14.36,417.1882352941177,20.89597426470588
Solapur,GROUNDNUT,5.1,5.65,417.1882352941177,20.89597426470588
Solapur,SESAMUM,0.19,0.05,417.1882352941177,20.89597426470588
Solapur,SUNFLOWER,3.25,1.15,417.1882352941177,20.89597426470588
Solapur,SOYABEAN,27.7,10.17,417.1882352941177,20.89597426470588
Solapur,OILSEEDS,0.0,0.0,417.1882352941177,20.89597426470588
Solapur,SUGARCANE,64.74,476.21,417.1882352941177,20.89597426470588
Solapur,COTTON,0.9,0.25,417.1882352941177,20.89597426470588
Solapur,RICE,0.2,0.04,417.1882352941177,20.89597426470588
Solapur,KHARIF SORGHUM,0.2,0.08,417.1882352941177,20.89597426470588
Solapur,PEARL MILLET,26.9,9.4,417.1882352941177,20.89597426470588
Solapur,MAIZE,63.0,104.4,417.1882352941177,20.89597426470588
Solapur,FINGER MILLET,0.1,0.05,417.1882352941177,20.89597426470588
Solapur,PIGEONPEA,29.97,16.8,417.1882352941177,20.89597426470588
Solapur,MINOR PULSES,26.6,14.36,417.1882352941177,20.89597426470588
Solapur,GROUNDNUT,5.1,5.65,417.1882352941177,20.89597426470588
Solapur,SESAMUM,0.19,0.05,417.1882352941177,20.89597426470588
Solapur,SUNFLOWER,3.25,1.15,417.1882352941177,20.89597426470588
Solapur,SOYABEAN,27.7,10.17,417.1882352941177,20.89597426470588
Solapur,OILSEEDS,0.0,0.0,417.1882352941177,20.89597426470588
Solapur,SUGARCANE,64.74,476.21,417.1882352941177,20.89597426470588
Solapur,COTTON,0.9,0.25,417.1882352941177,20.89597426470588
Thane,RICE,132.7,375.3,417.1882352941177,20.89597426470588
Thane,KHARIF SORGHUM,0.0,0.0,417.1882352941177,20.89597426470588
Thane,PEARL MILLET,0.0,0.0,417.1882352941177,20.89597426470588
Thane,MAIZE,0.03,0.1,417.1882352941177,20.89597426470588
Thane,FINGER MILLET,13.4,14.1,417.1882352941177,20.89597426470588
Thane,PIGEONPEA,2.65,2.17,417.1882352941177,20.89597426470588
Thane,MINOR PULSES,10.63,7.56,417.1882352941177,20.89597426470588
Thane,GROUNDNUT,0.2,0.2,417.1882352941177,20.89597426470588
Thane,SESAMUM,0.71,0.17,417.1882352941177,20.89597426470588
Thane,SUNFLOWER,0.34,0.21,417.1882352941177,20.89597426470588
Thane,SOYABEAN,0.0,0.0,417.1882352941177,20.89597426470588
Thane,OILSEEDS,0.0,0.0,417.1882352941177,20.89597426470588
Thane,SUGARCANE,0.0,0.0,417.1882352941177,20.89597426470588
Thane,COTTON,0.0,0.0,417.1882352941177,20.89597426470588
Thane,RICE,132.7,375.3,417.1882352941177,20.89597426470588
Thane,KHARIF SORGHUM,0.0,0.0,417.1882352941177,20.89597426470588
Thane,PEARL MILLET,0.0,0.0,417.1882352941177,20.89597426470588
Thane,MAIZE,0.03,0.1,417.1882352941177,20.89597426470588
Thane,FINGER MILLET,13.4,14.1,417.1882352941177,20.89597426470588
Thane,PIGEONPEA,2.65,2.17,417.1882352941177,20.89597426470588
Thane,MINOR PULSES,10.63,7.56,417.1882352941177,20.89597426470588
Thane,GROUNDNUT,0.2,0.2,417.1882352941177,20.89597426470588
Thane,SESAMUM,0.71,0.17,417.1882352941177,20.89597426470588
Thane,SUNFLOWER,0.34,0.21,417.1882352941177,20.89597426470588
Thane,SOYABEAN,0.0,0.0,417.1882352941177,20.89597426470588
Thane,OILSEEDS,0.0,0.0,417.1882352941177,20.89597426470588
Thane,SUGARCANE,0.0,0.0,417.1882352941177,20.89597426470588
Thane,COTTON,0.0,0.0,417.1882352941177,20.89597426470588
Wardha,RICE,0.0,0.0,417.1882352941177,20.89597426470588
Wardha,KHARIF SORGHUM,3.6,1.8,417.1882352941177,20.89597426470588
Wardha,PEARL MILLET,0.0,0.0,417.1882352941177,20.89597426470588
Wardha,MAIZE,0.13,0.2,417.1882352941177,20.89597426470588
Wardha,FINGER MILLET,0.0,0.0,417.1882352941177,20.89597426470588
Wardha,PIGEONPEA,84.98,128.71,417.1882352941177,20.89597426470588
Wardha,MINOR PULSES,0.35,0.41,417.1882352941177,20.89597426470588
Wardha,GROUNDNUT,3.1,5.4,417.1882352941177,20.89597426470588
Wardha,SESAMUM,0.01,0.0,417.1882352941177,20.89597426470588
Wardha,SUNFLOWER,0.01,0.01,417.1882352941177,20.89597426470588
Wardha,SOYABEAN,127.2,150.4,417.1882352941177,20.89597426470588
Wardha,OILSEEDS,0.0,0.0,417.1882352941177,20.89597426470588
Wardha,SUGARCANE,3.02,18.02,417.1882352941177,20.89597426470588
Wardha,COTTON,240.5,129.4,417.1882352941177,20.89597426470588
Wardha,RICE,0.0,0.0,417.1882352941177,20.89597426470588
Wardha,KHARIF SORGHUM,3.6,1.8,417.1882352941177,20.89597426470588
Wardha,PEARL MILLET,0.0,0.0,417.1882352941177,20.89597426470588
Wardha,MAIZE,0.13,0.2,417.1882352941177,20.89597426470588
Wardha,FINGER MILLET,0.0,0.0,417.1882352941177,20.89597426470588
Wardha,PIGEONPEA,84.98,128.71,417.1882352941177,20.89597426470588
Wardha,MINOR PULSES,0.35,0.41,417.1882352941177,20.89597426470588
Wardha,GROUNDNUT,3.1,5.4,417.1882352941177,20.89597426470588
Wardha,SESAMUM,0.01,0.0,417.1882352941177,20.89597426470588
Wardha,SUNFLOWER,0.01,0.01,417.1882352941177,20.89597426470588
Wardha,SOYABEAN,127.2,150.4,417.1882352941177,20.89597426470588
Wardha,OILSEEDS,0.0,0.0,417.1882352941177,20.89597426470588
Wardha,SUGARCANE,3.02,18.02,417.1882352941177,20.89597426470588
Wardha,COTTON,240.5,129.4,417.1882352941177,20.89597426470588
Yeotmal,RICE,0.0,0.0,417.1882352941177,20.89597426470588
Yeotmal,KHARIF SORGHUM,29.9,13.5,417.1882352941177,20.89597426470588
Yeotmal,PEARL MILLET,0.1,0.04,417.1882352941177,20.89597426470588
Yeotmal,MAIZE,3.4,7.3,417.1882352941177,20.89597426470588
Yeotmal,FINGER MILLET,0.0,0.0,417.1882352941177,20.89597426470588
Yeotmal,PIGEONPEA,173.52,230.96,417.1882352941177,20.89597426470588
Yeotmal,MINOR PULSES,19.72,10.46,417.1882352941177,20.89597426470588
Yeotmal,GROUNDNUT,41.1,27.2,417.1882352941177,20.89597426470588
Yeotmal,SESAMUM,0.77,0.19,417.1882352941177,20.89597426470588
Yeotmal,SUNFLOWER,0.0,0.0,417.1882352941177,20.89597426470588
Yeotmal,SOYABEAN,253.0,282.4,417.1882352941177,20.89597426470588
Yeotmal,OILSEEDS,0.0,0.0,417.1882352941177,20.89597426470588
Yeotmal,SUGARCANE,12.49,88.83,417.1882352941177,20.89597426470588
Yeotmal,COTTON,420.7,197.62,417.1882352941177,20.89597426470588
Yeotmal,RICE,0.0,0.0,417.1882352941177,20.89597426470588
Yeotmal,KHARIF SORGHUM,29.9,13.5,417.1882352941177,20.89597426470588
Yeotmal,PEARL MILLET,0.1,0.04,417.1882352941177,20.89597426470588
Yeotmal,MAIZE,3.4,7.3,417.1882352941177,20.89597426470588
Yeotmal,FINGER MILLET,0.0,0.0,417.1882352941177,20.89597426470588
Yeotmal,PIGEONPEA,173.52,230.96,417.1882352941177,20.89597426470588
Yeotmal,MINOR PULSES,19.72,10.46,417.1882352941177,20.89597426470588
Yeotmal,GROUNDNUT,41.1,27.2,417.1882352941177,20.89597426470588
Yeotmal,SESAMUM,0.77,0.19,417.1882352941177,20.89597426470588
Yeotmal,SUNFLOWER,0.0,0.0,417.1882352941177,20.89597426470588
Yeotmal,SOYABEAN,253.0,282.4,417.1882352941177,20.89597426470588
Yeotmal,OILSEEDS,0.0,0.0,417.1882352941177,20.89597426470588
Yeotmal,SUGARCANE,12.49,88.83,417.1882352941177,20.89597426470588
Yeotmal,COTTON,420.7,197.62,417.1882352941177,20.89597426470588
Ahmednagar,RICE,16.2,37.3,417.1882352941177,20.89597426470588
Ahmednagar,KHARIF SORGHUM,1.6,1.0,417.1882352941177,20.89597426470588
Ahmednagar,PEARL MILLET,119.5,120.1,417.1882352941177,20.89597426470588
Ahmednagar,MAIZE,78.38,241.9,417.1882352941177,20.89597426470588
Ahmednagar,FINGER MILLET,0.1,0.1,417.1882352941177,20.89597426470588
Ahmednagar,PIGEONPEA,15.7,15.6,417.1882352941177,20.89597426470588
Ahmednagar,MINOR PULSES,80.16,29.03,417.1882352941177,20.89597426470588
Ahmednagar,GROUNDNUT,15.72,19.5,417.1882352941177,20.89597426470588
Ahmednagar,SESAMUM,0.24,0.08,417.1882352941177,20.89597426470588
Ahmednagar,SUNFLOWER,0.71,0.39,417.1882352941177,20.89597426470588
Ahmednagar,SOYABEAN,59.28,86.9,417.1882352941177,20.89597426470588
Ahmednagar,OILSEEDS,0.0,0.0,417.1882352941177,20.89597426470588
Ahmednagar,SUGARCANE,104.4,1130.89,417.1882352941177,20.89597426470588
Ahmednagar,COTTON,132.8,39.71,417.1882352941177,20.89597426470588
Ahmednagar,RICE,16.2,37.3,417.1882352941177,20.89597426470588
Ahmednagar,KHARIF SORGHUM,1.6,1.0,417.1882352941177,20.89597426470588
Ahmednagar,PEARL MILLET,119.5,120.1,417.1882352941177,20.89597426470588
Ahmednagar,MAIZE,78.38,241.9,417.1882352941177,20.89597426470588
Ahmednagar,FINGER MILLET,0.1,0.1,417.1882352941177,20.89597426470588
Ahmednagar,PIGEONPEA,15.7,15.6,417.1882352941177,20.89597426470588
Ahmednagar,MINOR PULSES,80.16,29.03,417.1882352941177,20.89597426470588
Ahmednagar,GROUNDNUT,15.72,19.5,417.1882352941177,20.89597426470588
Ahmednagar,SESAMUM,0.24,0.08,417.1882352941177,20.89597426470588
Ahmednagar,SUNFLOWER,0.71,0.39,417.1882352941177,20.89597426470588
Ahmednagar,SOYABEAN,59.28,86.9,417.1882352941177,20.89597426470588
Ahmednagar,OILSEEDS,0.0,0.0,417.1882352941177,20.89597426470588
Ahmednagar,SUGARCANE,104.4,1130.89,417.1882352941177,20.89597426470588
Ahmednagar,COTTON,132.8,39.71,417.1882352941177,20.89597426470588
Akola,RICE,0.0,0.0,417.1882352941177,20.89597426470588
Akola,KHARIF SORGHUM,19.17,13.9,417.1882352941177,20.89597426470588
Akola,PEARL MILLET,0.3,0.15,417.1882352941177,20.89597426470588
Akola,MAIZE,1.15,2.5,417.1882352941177,20.89597426470588
Akola,FINGER MILLET,0.0,0.0,417.1882352941177,20.89597426470588
Akola,PIGEONPEA,113.71,78.78,417.1882352941177,20.89597426470588
Akola,MINOR PULSES,59.3,22.1,417.1882352941177,20.89597426470588
Akola,GROUNDNUT,2.1,3.2,417.1882352941177,20.89597426470588
Akola,SESAMUM,1.33,0.22,417.1882352941177,20.89597426470588
Akola,SUNFLOWER,0.17,0.07,417.1882352941177,20.89597426470588
Akola,SOYABEAN,504.5,371.1,417.1882352941177,20.89597426470588
Akola,OILSEEDS,0.0,0.0,417.1882352941177,20.89597426470588
Akola,SUGARCANE,0.2,0.92,417.1882352941177,20.89597426470588
Akola,COTTON,183.8,46.46,417.1882352941177,20.89597426470588
Akola,RICE,0.0,0.0,417.1882352941177,20.89597426470588
Akola,KHARIF SORGHUM,19.17,13.9,417.1882352941177,20.89597426470588
Akola,PEARL MILLET,0.3,0.15,417.1882352941177,20.89597426470588
Akola,MAIZE,1.15,2.5,417.1882352941177,20.89597426470588
Akola,FINGER MILLET,0.0,0.0,417.1882352941177,20.89597426470588
Akola,PIGEONPEA,113.71,78.78,417.1882352941177,20.89597426470588
Akola,MINOR PULSES,59.3,22.1,417.1882352941177,20.89597426470588
Akola,GROUNDNUT,2.1,3.2,417.1882352941177,20.89597426470588
Akola,SESAMUM,1.33,0.22,417.1882352941177,20.89597426470588
Akola,SUNFLOWER,0.17,0.07,417.1882352941177,20.89597426470588
Akola,SOYABEAN,504.5,371.1,417.1882352941177,20.89597426470588
Akola,OILSEEDS,0.0,0.0,417.1882352941177,20.89597426470588
Akola,SUGARCANE,0.2,0.92,417.1882352941177,20.89597426470588
Akola,COTTON,183.8,46.46,417.1882352941177,20.89597426470588
Amarawati,RICE,8.9,3.0,417.1882352941177,20.89597426470588
Amarawati,KHARIF SORGHUM,18.34,17.5,417.1882352941177,20.89597426470588
Amarawati,PEARL MILLET,0.1,0.05,417.1882352941177,20.89597426470588
Amarawati,MAIZE,8.02,18.8,417.1882352941177,20.89597426470588
Amarawati,FINGER MILLET,0.0,0.0,417.1882352941177,20.89597426470588
Amarawati,PIGEONPEA,112.3,111.1,417.1882352941177,20.89597426470588
Amarawati,MINOR PULSES,38.29,4.95,417.1882352941177,20.89597426470588
Amarawati,GROUNDNUT,3.37,4.0,417.1882352941177,20.89597426470588
Amarawati,SESAMUM,0.06,0.01,417.1882352941177,20.89597426470588
Amarawati,SUNFLOWER,0.01,0.0,417.1882352941177,20.89597426470588
Amarawati,SOYABEAN,287.1,265.2,417.1882352941177,20.89597426470588
Amarawati,OILSEEDS,0.0,0.0,417.1882352941177,20.89597426470588
Amarawati,SUGARCANE,0.12,0.48,417.1882352941177,20.89597426470588
Amarawati,COTTON,207.46,68.45,417.1882352941177,20.89597426470588
Amarawati,RICE,8.9,3.0,417.1882352941177,20.89597426470588
Amarawati,KHARIF SORGHUM,18.34,17.5,417.1882352941177,20.89597426470588
Amarawati,PEARL MILLET,0.1,0.05,417.1882352941177,20.89597426470588
Amarawati,MAIZE,8.02,18.8,417.1882352941177,20.89597426470588
Amarawati,FINGER MILLET,0.0,0.0,417.1882352941177,20.89597426470588
Amarawati,PIGEONPEA,112.3,111.1,417.1882352941177,20.89597426470588
Amarawati,MINOR PULSES,38.29,4.95,417.1882352941177,20.89597426470588
Amarawati,GROUNDNUT,3.37,4.0,417.1882352941177,20.89597426470588
Amarawati,SESAMUM,0.06,0.01,417.1882352941177,20.89597426470588
Amarawati,SUNFLOWER,0.01,0.0,417.1882352941177,20.89597426470588
Amarawati,SOYABEAN,287.1,265.2,417.1882352941177,20.89597426470588
Amarawati,OILSEEDS,0.0,0.0,417.1882352941177,20.89597426470588
Amarawati,SUGARCANE,0.12,0.48,417.1882352941177,20.89597426470588
Amarawati,COTTON,207.46,68.45,417.1882352941177,20.89597426470588
Aurangabad,RICE,0.0,0.0,417.1882352941177,20.89597426470588
Aurangabad,KHARIF SORGHUM,3.5,4.85,417.1882352941177,20.89597426470588
Aurangabad,PEARL MILLET,73.7,49.5,417.1882352941177,20.89597426470588
Aurangabad,MAIZE,112.65,228.3,417.1882352941177,20.89597426470588
Aurangabad,FINGER MILLET,0.0,0.0,417.1882352941177,20.89597426470588
Aurangabad,PIGEONPEA,118.3,95.2,417.1882352941177,20.89597426470588
Aurangabad,MINOR PULSES,50.97,12.69,417.1882352941177,20.89597426470588
Aurangabad,GROUNDNUT,9.0,6.4,417.1882352941177,20.89597426470588
Aurangabad,SESAMUM,0.52,0.08,417.1882352941177,20.89597426470588
Aurangabad,SUNFLOWER,0.15,0.12,417.1882352941177,20.89597426470588
Aurangabad,SOYABEAN,141.6,92.0,417.1882352941177,20.89597426470588
Aurangabad,OILSEEDS,0.0,0.0,417.1882352941177,20.89597426470588
Aurangabad,SUGARCANE,45.12,259.03,417.1882352941177,20.89597426470588
Aurangabad,COTTON,800.89,106.16,417.1882352941177,20.89597426470588
Aurangabad,RICE,0.0,0.0,417.1882352941177,20.89597426470588
Aurangabad,KHARIF SORGHUM,3.5,4.85,417.1882352941177,20.89597426470588
Aurangabad,PEARL MILLET,73.7,49.5,417.1882352941177,20.89597426470588
Aurangabad,MAIZE,112.65,228.3,417.1882352941177,20.89597426470588
Aurangabad,FINGER MILLET,0.0,0.0,417.1882352941177,20.89597426470588
Aurangabad,PIGEONPEA,118.3,95.2,417.1882352941177,20.89597426470588
Aurangabad,MINOR PULSES,50.97,12.69,417.1882352941177,20.89597426470588
Aurangabad,GROUNDNUT,9.0,6.4,417.1882352941177,20.89597426470588
Aurangabad,SESAMUM,0.52,0.08,417.1882352941177,20.89597426470588
Aurangabad,SUNFLOWER,0.15,0.12,417.1882352941177,20.89597426470588
Aurangabad,SOYABEAN,141.6,92.0,417.1882352941177,20.89597426470588
Aurangabad,OILSEEDS,0.0,0.0,417.1882352941177,20.89597426470588
Aurangabad,SUGARCANE,45.12,259.03,417.1882352941177,20.89597426470588
